artist,title,album,year,lyrics
Trophy Eyes,Come Clean,"Mend, Move On",2014-11-04,"The image of you
The thought burns right through
A flaw in an otherwise perfect crime
It's funny how
The things I care about
Are damaged
But the unimportant things are fine
14 Herbert Street
Two thousand and ten
I was eighteen
I couldn't keep my fucking story straight
I pushed you all away
But the street lights on Mayne
They still flicker
Even though we're never there to see
I always wanted to call
But I had nothing to say
And you seemed better off
Since you moved away
I can't say I don't miss the company
Of such a better example
Of me
I know I had you all concerned
But I've changed now
I'm better
And I got just what I deserved
Persistence
Respect is a process
Torn between
Another bullshit apology
Or blaming everything I said
On a broken self-esteem
Dodge the burden
Evade the blame
Or suck it up and just come clean
It'll never be the same again
And all I have to thank is me
Is there anything I can say
To bring back the old days

I know I had you all concerned
But I've changed now
I'm better
And I got just what I deserved
Persistence
Respect is a process
I've been obsessing over bridges burned
Though it's over it lingers
So tell the others when it works for you
I miss you
And life's a little longer now"
Trophy Eyes,Convalescence,"Mend, Move On",2014-11-04,"I know that you're scared
Doesn't make you less of a man
Swing hard, fall short
It's all part of the plan
Brother take my hand and search this face
Look in these eyes, there is no shame
You and I, we are the same
I know you've been told differently
But there's nothing wrong with you that you can't fix
I understand you
I understand you
It won't always be like this
We left that place so long ago
But I can't undo the knots in you
Things are different to the life we once knew
Passion, blind passion
Haunts our sense of direction
You don't have to carry this on your own
Let me help you let it go
He can't hurt you anymore
No more sunglasses to school
When you're told you're stupid your whole life
You start to think it's true
Our idea of love is so warped
It barely shines through
All the stupid shit we've done
And who we devoted it to
We left that place so long ago
But I can't undo the knots in you
Things are different to the life we once knew
Passion, blind passion
Haunts our sense of direction
You don't have to carry this on your own
Let me help you let it go
I know that you've been told differently
But there's nothing wrong with you that you can't fix
I understand you
I understand you
It won't always be like this
I understand you
I understand you
It won't always be like this
I know that you've been told differently
But there's nothing wrong with you that you can't fix
I understand you
I understand you
It won't always be like this"
Trophy Eyes,Counting Sheep,Chemical Miracle,2016-10-14,"I keep my days open for sleeping in
I'll keep my days open for sleeping in
A late night phone call from someone you don't miss
You keep them alive with simple small talk shit

Uncomfortably honest, and honestly lonely
You've got somewhere to be
Hey man, don't worry about me
The city stopped moving
I'm alone with my secrets
I could probably hang myself with the curtains

This is the portrait of a man, morning coffee in his hand
With front row seats to old repeats of a highlight reel for years
Yeah
And all the things I never said are doing circles in my head
Like counting sheep with no relief
Just another night on my own, yeah

I keep my days open for sleeping in
I'll keep my days open for sleeping in
A late night phone call from someone you don't miss
You keep them alive with simple small talk shit

Please don’t let me leave alone tonight
I’ll wait by your driveway in case you change your mind
And we can keep drinking 'til it feels alright
You know we don’t have to talk, we could just be alive
Please don’t let me leave on my own tonight
You know I’ll wait by your driveway in case you change your mind
And we can keep drinking 'til it feels alright
You know we don’t have to talk we could just be alive

I keep my days open for sleeping in
I'll keep my days open for sleeping in

This is a portrait of a man, morning coffee in his hand
With front row seats to old repeats of a highlight reel for years, yeah
And all the things I never said are doing circles in my head
Like counting sheep with no relief
Just another night on my own
This is a portrait of a man, morning coffee in his hand
With front row seats to old repeats of a highlight reel for years, yeah
And all the things I never said are doing circles in my head
Like counting sheep with no relief
Just another night on my own"
Trophy Eyes,Cutting Teeth,Everything Goes Away,2014-04-29,"I watched your tail lights fade
Over this stale town
Your arm still waving from the window
I can barely make out
I still can't believe
My life came down to this
But it's an eye for an eye
And I've got
Nothing left to give
I woke up in the street
To rain on my face
The taste of cigarettes
Bottle in hand
And disappointed friends
I can make it out if I could just clear my fucking head
But I've failed so many times
Cut so many teeth
I watched your tail lights fade
Over this stale town
Your arm still waving from the window
I can barely make out
I still can't believe
My life came down to this
But it's an eye for an eye
And I've got
Nothing left to give
And you're waiting for your friends to call
But they don't think about you anymore
Too many times you've said and never done
And now it seems impossible to spark interest
In anyone
I watched your tail lights fade
Over this stale town
Your arm still waving from the window
I can barely make out
I still can't believe
My life came down to this
But it's an eye for an eye
And I've got
Nothing left to give
I wish that I had seen
With clipped wings
That I still meant something
That I still meant anything
I see you in my sleep
It haunts me
I don't owe you anything
I don't owe you anything
I wish that I had seen
With clipped wings
That I still meant something
That I still meant anything
I see you in my sleep
It haunts me
I don't owe you anything
I don't owe you anything
I watched a moth fight the rain
For a second of light
It made me think
What am I doing
With my life"
Trophy Eyes,Daydreamer,Chemical Miracle,2016-10-14,"Landed alone in a city that used to love me
Running from a six month winter that wants me back
I know it's summer, but Sydney's December is
More cold blooded than I remember and
These two bags are all that I have left

I got friends, I got friends
They don't love me like I love them
I got friends, I got friends
They don't love me like I love them
I love them

A snap glance between yourselves
When I don't get it right
Where do you go when I'm around?
These days are like the old days but you just care a little less
I don't blame you, I don't really like myself that much as well

I got friends, I got friends
They don't love me like I love them
I got friends, I got friends
They don't love me like I love them
I love them

Pack of cigarettes didn't stand a chance
Domestic airport on my own, welcome home
Pack of cigarettes didn't stand a chance
Domestic airport on my own, welcome home

I got friends, I got friends
They don't love me like I love them
I got friends, I got friends
They don't love me like I love them
I love them

Daydreamer
No one's gonna love you like you love them
It's like your old man said
""It's not your fault, you're just different""
Alone and different
Daydreamer
No one's going to love you like you love them
It's like your old man said
""It's not your fault, you're just different""
Alone and different"
Trophy Eyes,Every Breath You Take,,2017-08-24,"Every breath you take
Every move you make
Every bond you break
Every step you take
I'll be watching you
Every single day
Every word you say
Every game you play
Every night you stay
I'll be watching you

Oh can't you see
You belong to me
How my poor heart aches with every step you take

Every move you make
Every vow you break
Every smile you fake
Every claim you stake
I'll be watching you
Since you've gone I've been lost without a trace
I dream at night I can only see your face
I look around, but it's you I can't replace
I feel so cold and I long for your embrace
I keep crying baby, baby please


Oh can't you see
You belong to me
How my poor heart aches with every step you take
Every move you make
And every vow you break
Every smile you fake, every claim you stake
I'll be watching you
Every move you make, every step you take
I'll be watching you
I'll be watching you
(Every breath you take, every move you make)
(Every bond you break, every step you take)
I'll be watching you
(Every single day, every word you say)
(Every game you play, every night you stay)
I'll be watching you
(Every move you make, every vow you break)
(Every smile you fake, every claim you stake)
I'll be watching you
(Every single day, every word you say)
(Every game you play, every night you stay)
I'll be watching you
(Every breath you take, every move you make)
(Every bond you break, every step you take)
I'll be watching you
(Every single day, every word you say)
(Every game you play, every night you stay)
I'll be watching you
(Every move you make, every vow you break)
(Every smile you fake, every claim you stake)
I'll be watching you
I'll be watching you
(Every single day, every word you say)
(Every game you play, every night you stay)
I'll be watching you"
Trophy Eyes,Family Name,"Mend, Move On",2014-11-04,"And I've had a hard time
With my reflection
You think I don't suit it
But I  think I'm broken
The fingerprint smudge
On the family portrait
But I guess someone has to be
The disappointment
Poor life choices
And lying through my teeth
'Cause I could never let you know
That I can't afford to eat
I know exactly what it looks like
I've just wasted twenty years
But I can still make you proud of me
I was just a kid
I knew no different
I was just a kid
I knew no different
I remember
The splinter on the wooden door
Of my old bedroom
Surrounded by so many like it
But still completely different
But you don't look at life like me
I never see just another face
I'm obsessed with their stories
And memories
But I admit
I wish I knew just how to change
I'm sick of feeling
So fucking ashamed in my own skin
I was just a kid
I knew no different
I was just a kid
I knew no different
Surrounded by so many like it
But still so completely different"
Trophy Eyes,Fortunate,Everything Goes Away,2014-04-29,"My life
These days
Busy friends
And late trains
A mattress on the floor
In a city that's been good to me
All this distraction from my old life
It haunts my decisions and plagues my mind
'Cause after all
I'm just a kid
Who's aspiration's were never more than dreams
But they still remain
I'm not going anywhere
(Anywhere)
I've fought so hard just to stand here
Overwhelming silence
(Silence)
I found where I belong
I needed this
And as smoke leaves my lungs
From my last cigarette
I'll fight my last fight
In a desperate attempt
To prove that I'm worth it
Worth your attention
Portrayed my rendition
Of a broken boy
I'm so tired of hiding
Behind my pen
It only goes to paper
What comes off my chest
But I can't forget
I've struggled to find a place that I could stay
Because settling has never been an option for me
I'd trade it in to never feel afraid
But everything goes away

I'm not going anywhere
(Anywhere)
I've fought so hard just to stand here
Overwhelming silence
(Silence)
I found where I belong
I needed this
According to me
I'm my own worst enemy
I can't keep a simple promise
Or even swear on anything
The bottle attached to my hand
Proves addiction makes
For a lesser man
And I can't muster up
The motivation
To break away
From this fucking pattern

I'm not going anywhere
(Anywhere)
I've fought so hard just to stand here
Overwhelming silence
(Silence)
I found where I belong
I needed this"
Trophy Eyes,Friday Forever,The American Dream,2018-07-30,"Staring through a broken window
Looking at the snow covered streets below
We don't have to stop right now
It only hurts when the night runs out
You said you're tired and you wanted to go home

Is this what the clouds feel like?
Never really happy, just quiet and polite
Surrounded and lonely at the same time

Don't you wish it was Friday forever?
Don't you wish the sun never came up?
Don't you miss being day drunk together?
I'll still be waiting if you ever get stuck
Don't you wish it was Friday forever?
Don't you wish the sun never came up?
Don't you miss being day drunk together?
I'll still be waiting if you ever get stuck

Slow down, take a moment with me
You've got nowhere to go and I've got no one to be
Do you remember how we felt when we were all together
Only ones left awake in the world
Counting the stars

Is this what the clouds feel like?
Is this what the clouds feel like?
Is this what the clouds feel like?
Never really happy, just quiet and polite
Is this what the clouds feel like?
Is this what the clouds feel like?
Is this what the clouds feel like?
Surrounded and lonely at the same time

Don't you wish it was Friday forever?
Don't you wish the sun never came up?
Don't you miss being day drunk together?
I'll still be waiting if you ever get stuck
Don't you wish it was Friday forever?
Don't you wish the sun never came up?
Don't you miss being day drunk together?
I'll still be waiting if you ever get stuck

Is this what the clouds feel like?
Is this what the clouds feel like?
Is this what the clouds feel like?
Is this what the clouds feel like?

Is this what the clouds feel like?
Never really happy, just quiet and polite
Surrounded and lonely at the same time"
Trophy Eyes,Heaven Sent,Chemical Miracle,2016-08-25,"Lay your head on my shoulder
As I draw pictures in your skin
I leave lines behind with my fingertips
Like lines in wet sand
One day, the tide will come
And wash away everything that I did
And your memories of me
Will disappear into bad dreams

So stay away from me
Now that you know what kind of man I can be
Breaking hearts is second nature to me
I'll step over you just to get what I need

So damn smart and interesting
Don't say that you weren't warned
I will only break your heart
So damn smart and interesting
Don't say that you weren't warned
I'm so dangerous

So stay away from me
Now that you know what kind of man I can be
Breaking hearts is second nature to me
And I'll step over you just to get what I need
A broken heart will take some time
But I'll be better overnight
I see the tremble in your smile
Don't cry for me, I can't feel it

You should have listened to me
You should have listened to me
You should have listened to me
You should have listened to me

So stay away from me
Now that you know what kind of man I can be
Breaking hearts is second nature to me
And I'll step over you just to get what I need
A broken heart will take some time
But I'll be better overnight
I see the tremble in your smile
Don't cry for me, I can't feel it
Don't cry for me, I can't feel it

So damn smart and interesting
Don't say that you weren't warned
I'm so dangerous"
Trophy Eyes,Home Is,Chemical Miracle,2016-10-14,"The tingle in your stomach when you find someone you used to know
Under random circumstance makes you feel a little less alone
The memories come flooding back
The lives you lived, and the hearts you broke
The times that you felt safe in all the different area codes
Pack your bags, say your goodbyes
Find somewhere new to go
Make new friends who don't know anything about you
It all starts making sense when you never found what you were looking for
It's not a place but a person who feels like home
Packed my life into a single cardboard box
Stayed out my welcome not wanted anymore
I'll add this home to the path of destruction I know so well
New story new friends
New postcode no pain
It's always the same
The nothing feeling

Crack the door
Let the lights bleed in
I'm so poetic when I've been drinking
Your name's a thought on the tip of my tongue
A hand in my head and I came undone
I guess it's kinda nice to know that nothing will change when I'm gone
I'll stay numb until my day in the sun

Crack the door
Let the lights bleed in
I'm so poetic when I've been drinking
I've got two legs over your arm rests
Cause I'm too tall for couch surfing
I fucking hate myself but I've got no scars on my forearms
I just can't sleep until I'm fucking wasted "
Trophy Eyes,Hourglass,Everything Goes Away,2014-04-29,"I've always lead my feet with my chest
I think with my heart
It gives me purpose
This old steel city fuels my furnace
It drives my pain and brings truth to surface
But I've never seen so fucking clearly
A better man makes my life easy
I've learned my lesson
Apply my passion
And give my heart to those that matter
I've finally made room to grow
But I still walk in these shoes I can't fill
I've come a long way since that day
Since you told me to be still
Acknowledge my surroundings
I never asked to be brought into this
And have no say in how it all ends
But what I know of the time I've been given
I owe to you and all your guidance
I've finally made room to grow
Have faith in me
I was just a boy
Tell me I've grown into the man
You inspired me to be
We spent our last minutes deep in conversation
I swore I'd find myself
I'm searching
All those late night
Medical shows
The irony
If I'd had listened
I would've known

Have faith in me
I was just a boy
Tell me I've grown into the man
You inspired me to be
We spent our last minutes deep in conversation
I swore I'd find myself
I'm searching
I swore I'd find myself
I'm searching
I swore I'd find myself
I'm searching
I swore I'd find myself
I'm searching
I swore I'd find myself
I'm searching
Have faith in me
I was just a boy
Tell me I've grown into the man
You inspired me to be
Have faith in me
I was just a boy
Tell me I've grown into the man
You inspired me to be
Have faith in me"
Trophy Eyes,Hurt,Hurt,2017-11-07,"I think I’m losing who I am
I want to show you where it hurts
But you’ll never understand
And it only makes you cry
When I tell you what I'm thinking
It’s always on my mind
That empty feeling

I wanna feel it hurt, hurt
I wanna feel it hurt, hurt

I wanna know how I’m gonna die
I’ll be waiting for you, baby, on the other side
I wanna know that you needed me around
When you come for me
My feet didn’t touch the ground

I’ve been running with the sun shining in my eyes
I’ve been standing on the edge all night wondering if I can fly

I wanna feel it hurt, hurt
I wanna feel it hurt, hurt
Do you think that I can touch the sky
Before the pavement paints me dead?
I wanna feel it hurt, hurt
I wanna feel it hurt, hurt

Help me, I need a reason
(I need a reason, help me)
Save me, stop me from leaving
(Stop me from leaving, stop me)
Help me, I need a reason
(I need a reason, help me)
Save me, stop me from leaving
(Stop me from leaving, stop me)
I want to feel it hurt

I wanna feel it hurt, hurt
I wanna feel it hurt, hurt
Do you think that I could touch the sky
Before the pavement paints me dead?
I wanna feel it hurt, hurt
I wanna feel it hurt, hurt"
Trophy Eyes,I Can Feel It Calling,The American Dream,2018-08-03,"I woke up drunk in a cab out the front of my house
''Hey man, this is your stop, yeah, it's time to get out''
And what I wouldn't give to be standing at your door
When I can't find the words to stop the hurting no more
Through the nights I wake up alone in my sheets soaking wet
To the sound of your voice saying “come home” still ringing in my ear
And this world's got a funny way of being cruel to me
Still I raise my chin and fuckin' eat it with a smile on my face

If you blink, you're gonna miss me
If you blink, you're gonna miss me
I'm gonna burn up in the atmosphere
If you blink, you're gonna fucking miss me

Sometimes I forget my life is bigger than this city block
But when I turn on south warren, I feel the curtains come up
I can't shake the feeling
If I can't run, I'll crawl
Nothing can hurt me now
I'm home-bound
I said nothing can hurt me now
I'm home-bound

Baby, why don't we get out of here?
All I wanna do is take your hand and disappear
(Disappear, just disappear)
Baby, why don't we get out of here?
All I wanna do is take your hand and disappear
(Disappear, just disappear)

You never know what your heart's for until it breaks
Well when you've got no one to mend it
You're left with that empty space
I got a song in my head for all of the places I've known
I can hear you singing in the shower now
Baby, I'm coming home

If you blink, you're gonna miss me
If you blink, you're gonna miss me
If you blink, you're gonna miss me, baby

Baby, why don't we get out of here?
All I wanna do is take your hand and disappear
(Disappear, just disappear)
Baby, why don't we get out of here?
All I wanna do is take your hand and disappear
(Disappear, just disappear)

If you blink, you're gonna miss me
If you blink, you're gonna miss me
I'm gonna burn up in the atmosphere
If you blink, you're gonna fucking miss me

Think of me when you're alone and you can't sleep
I'm on the other side of the world doing the same thing
Think of me when you're alone and you can't sleep
I'm on the other side of the world doing the same thing

Day by day, worlds apart
Wait for me, forget me not
(Think of me when you're alone and you can't sleep
I'm on the other side of the world doing the same thing)
Day by day, worlds apart
Wait for me, forget me not
(I'm on the other side of the world doing the same thing)"
Trophy Eyes,In Return,"Mend, Move On",2014-11-04,"The two storey house where we started again
With the flakey white paint on the garage door
Trying to skate in the driveway
On a hand me down skateboard
I left my skin on the asphalt
The closest to pain that I'd felt
Too young to know what lonely was
Just you and three kids
In an empty fucking house
I never noticed, I never saw the pain
When fourteen years meant shit that day
It never mattered so much to me
It never changed a thing
The tests came in, you were sick
But its not like I didn't care
I just couldn't hear it
A wheelchair could never take my mum
If I just ignored it
You said we'd never have it differently
From the kids that were given everything
So instead I'd throw it in your face
The thought of letting someone in
Mum, now that I’ve been in love myself
I can’t imagine how it felt
To be told that you could never love another man
Not like you had it easy
Not like you came out even
It’s not like I could ask for any more
Than you’d already given
And it makes me sick
The bad luck had nothing to do with it
Just the heartless human beings
That you called your family
Apologise
You’ll never get those years back
But you smiled through all of it
Apologise
You’ll never get those years back
But you smiled through all of it
Now that I've been in love myself
I can't imagine how it felt
To be told that you could
Never love another man
And I know
Even after everything I’ve done
All I ever had to do was call
But I’ve lost sleep over the
Thought of forgiveness"
Trophy Eyes,Lavender Bay,The American Dream,2018-08-03,"There's always something else
(Can you feel it, can you feel it)
No, I'm never really happy when I get it I’m too hard on myself
I’m sorry I left you behind
(Can you feel it, can you feel it)
Well, you never made it out but you could blame it on me, I don’t mind

Have you ever had those dreams where you can fly?
'Cause it hurts you too much to know where you’re gonna die

I won't sleep until Sydney knows my name
I just wanna see my name light up the streets
Or it was all for nothing, all for nothing

Life is like a double-sided coin
We play along is if we ever really had the choice
The difference is what I did with mine
I got something I can hold in my hand, you got nine to five

Have you ever had those dreams where you can fly?
'Cause it hurts you too much to know where you’re gonna die

I won't sleep until Sydney knows my name
I just wanna see my name light up the streets
Or it was all for nothing, all for nothing

I won't sleep until Sydney knows my name
I just wanna see my name light up the streets
Or it was all for nothing, all for nothing

I won't sleep until Sydney knows my name
I just wanna see my name light up the streets
Or it was all for nothing, all for nothing"
Trophy Eyes,May 24,Everything Goes Away,2014-04-29,"In a small town
Where the old screen door on the corner store
Always smelt like grease
We were fucking around and wasting days
In the middle of the street
There lied my innocence
It was taken from me
The day the needle met your arm
You swore to me
I wouldn't see you die
Saving my meals
To make sure you eat at night
I'll wait for you to call and say
Things were just as fucked as I remembered
But it wasn't up to us to change
If someone could have listened
Maybe we'd have crossed their minds
And I could un-see everything and feel responsible for
My own life
No, you checked out
Told yourself it's not your fault
Running from the ghost of the days
That you left us with
And lately
I guess that's fine
No one we knew took their lives
Revenge is fucking tasteless
But an eye will always cost an eye
I'm taking responsibility
For everything that I did
'Cause no one made me do that shit
The hard part is coming to terms
With everything I've seen
And that ain't easy
I'll wait for you to call and say
Things were just as fucked as I remembered
But it wasn't up to us to change
If someone could have listened
Maybe we'd have crossed their minds
And I could un-see everything and feel responsible for
My own life
The hard part is coming to terms
With everything I've seen
And that ain't easy
And I guess that's fine
Nobody took their lives
Revenge is tasteless
But and eye will always cost an eye
I feel so fucking lost
When I hear Blink on the radio
So fucking lost
So lost
I still feel so fucking lost
When I hear Blink on the radio
So fucking lost
So lost
The hard part is coming to terms
With everything I've seen
And that ain't easy"
Trophy Eyes,Miming In The Choir,The American Dream,2018-08-03,"I have something I'm afraid of
The answer to my problems
A reason to not be fucked up anymore
The truth is, I don't want to change
I guess I'm happy with my damaged ways
I hate the water, but I like the sound when the ice breaks

We are the common folk
We live our lives to die alone
And share our beds when the nights get cold

(All you wanted was to burnout young)
All I wanted was to be someone
(All you wanted was to burnout young)
I don't want no empty seats
(All you wanted was to burnout young)
When they lower me down
(All you wanted was to burnout young)
I wanna care when the lights go out

Nicotine sweats and coffee breath
I thought there was so much more than this
When I look back at everything I've touched
I see the lives I've ruined in each fingerprint

We are the common folk
We live our lives to die alone
And share our beds when the nights get cold

(All you wanted was to burnout young)
All I wanted was to be someone
(All you wanted was to burnout young)
I don't want no empty seats
(All you wanted was to burnout young)
When they lower me down
(All you wanted was to burnout young)
I wanna care when the lights go out

We can't sleep, we can't dream
We are miming in the choir
We can't sleep, we can't dream
We are miming in the choir
We can't sleep, we can't dream
We are miming in the choir
We can't sleep, we can't dream
We are miming in the choir

All I wanted was to be someone
I don't want no empty seats
When they lower me down
(We can't sleep, we can't dream
We are miming in the choir)
I wanna care when the lights go out
All I want is to be someone
I don't want no empty seats
When they lower me down
(We can't sleep, we can't dream
We are miming in the choir)
I have something I'm afraid of"
Trophy Eyes,Miracle,Chemical Miracle,2016-10-14,"I want to die some inconspicuous way
To have everything mean nothing, would mean everything to me
To die in a way that would hurt my mother the least
To stay out of the papers and off the TV
I wouldn't bleed out in a bathtub 'cause blood fucking scares me
But i'd jump in front of a car like so many of my friends have
Like the time you took the needle even though it can kill you
And Tom  couldn't sleep for weeks 'cause he had to watch you
What choice did I have when all the men in my family
Thought the only answer all would be swinging from trees
I know that it's selfish
Punching out early
But who's gonna miss me?
Who's gonna miss me?
Who the fuck's gonna miss me?
Who the fuck's gonna miss me?"
Trophy Eyes,More Like You,The American Dream,2018-07-24,"Now that we’re done with introductions
You know a little more about me
You’re convinced that I’ve been honest
But I never touched on the dreams of drowning
Addiction and self-loathing
Obsessive compulsive routine of burning
The memories of all my failings so I don’t flinch at my reflections

Everyone’s got something they wish that they could change
And I spent my life trying to be...

More like you, less like me
More like you, less like me
More like you, less like me

I never asked to be born in this skin draped over me
Am I as ugly on the outside as what’s living underneath?
How can you tell me that I’m special when I’m just another man?
Is this everything I’ll know? Is this everything I am?

More like you, less like me
More like you, less like me
More like you, less like me
More like you, less like me
More like you, less like me

The only thing that I’m afraid of is, I will live forever
(This life’s too long for me, and I can’t take it
Wanna be somebody else, then I can make it)
The only thing that I’m afraid of is, I will live forever
(This life’s too long for me, and I can’t take it
Wanna be somebody else, then I can make it)

Everyone’s got something they wish that they could change
And I spent my life trying to be...

More like you, less like me
More like you, less like me
More like you, less like me
More like you, less like me
More like you, less like me
More like you, less like me
More like you, less like me
More like you, less like me

The only thing that I’m afraid of is, I will live forever
The only thing that I’m afraid of is, I will live forever
The only thing that I’m afraid of is, I will live forever
The only thing that I’m afraid of is, I'm gonna live forever
(This life’s too long for me, and I can’t take it
Wanna be somebody else, then I can make it)
(This life’s too long for me, and I can’t take it
Wanna be somebody else, then I can make it)
(This life’s too long for me, and I can’t take it
Wanna be somebody else, then I can make it)"
Trophy Eyes,My Name on Paper,"Mend, Move On",2014-11-04,"The kitchen was the coldest room in the house
And the things that never fazed you
Were starting to get harder
Like putting wood in to the stove
And your memory was getting softer
Just as I was old enough
To get to know you
Mum made me write my name for you
On butchers paper on the kitchen table
I couldn't quite manage it back then
If only you could see now what I can do
Mum still has your old handbag
With all of your jewellery in it
I gave your pearl earrings
To the girl I love
On her 21st birthday
And all the car trips on rainy days
Trying to find where the rainbow begins
It's my warmest memory
When mum could no longer take care of you
We had to say our goodbyes at the nursing home
You didn't know why you can't come back with us
I've never seen my mother cry so much
And I watched grandpa visit you every day he could
He would stop by the bar on his way home
When the days weren't so good
Time alone so he wouldn't forget
What it was like when you remembered him
I didn't answer the phone
He walked home
And he died of a stroke
And mum gave you his wedding ring
Mum made it to a show last month
She said you'd be so proud"
Trophy Eyes,Nose Bleed,Chemical Miracle,2016-10-14,"Typical me in the nosebleeds
Late to my own funeral
Down, down in front
A childhood flash in front of me
No matter how hard you try
You just can't fix what isn't there
I'll never love you like a father
But I'll love you like a friend
I'll learn to love you if it kills me

Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us
Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us

Typical me in the palm trees
Got no time for anyone
Call, call your son
And break your heart with the message tone
A heavy hand makes the man
I know you knew no different
So I can't hate you for it
But I can't help the distance

Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us
Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us

Friend
I'll learn to love you if it kills me

Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us
Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us"
Trophy Eyes,Penfold State Forest,"Mend, Move On",2014-11-04,"Staring at a blue lined page
Trying to find the answers in ink
What would I leave behind
If I was to die today?
But I'm strong enough to say
That I have plenty of regrets
And maybe I can never change
My whole life will be a waste
What did I do with the years
Now that I'm pushing 23
And I still can't tell the difference
Between the right and the wrong thing
How did I get so fucking good
At hurting everyone I love?
Is that all I'll be remembered for?
And I'm tired of writing sad songs
'Cause that's all that I have left
And it's the things that I reflect on
That make me who I am
It happened again
Restless in my sleep
You woke me from a dream
To say I'm not like my old man
And maybe that's what I'm so scared of
That I'll be no different
I'll bring someone into this life
And leave a scar they can't forget
I ran my thumb over the faces in
My old class photo
We were so innocent back then
If only I had known
And all those smiles staring back at me
Where the fuck did they all go?
What I would do for a clear conscience again
To swallow the lump that's in my throat
I'm tired of writing sad songs
'Cause that's all that I have left
And it's the things that I reflect on
That make me who I am
And the first time we drove past
Penfold State Forest
I felt the weight of another life
Leave my back finally
Is this all I'll be remembered for?
The scar they can’t forget"
Trophy Eyes,Personal Taste,Demo 2013,2013-04-08,"You can come with me or drown
Let your insecurities pull you down
I’m not waiting any longer for you
While you sit in your mess and wait for miracles to
Take you back
Drinking on your own is only bringing you down
We’ve all passed you by years but your still around
It’s time to grow up get out of this fucking town
But you’re too busy on your own forgetting dignity counts
Your life’s been slipping through your hands since we left
You never paid much attention but it hurts more to pretend
Cause one day you will wake and realised all you had was the chance to let it all go or stay true to your friends
But you slipped again
I can tell by your vacant expression that the years spent in your head haven’t treated you kind
And what we all wouldn’t give just to listen once more before the tape unwinds
It gets easier to just let go than watch everything you love slip through your hands
I guess it’s better off as memories
But you’ll have to grow up to understand
You’ll have to grow up to understand
Drinking on your own is only bringing you down
We’ve all passed you by years but your still around
It’s time to grow up get out of this fucking town
But you’re too busy on your own forgetting dignity counts
Your ignorance a vessel that has run aground
I’m were so sick of your lies you’ve grown close to the sound
I couldn’t care any less for the safety you’ve found
Surrounded by your stories with your head in the clouds
You’ll have to grow up to understand
You’ll have to grow up to understand"
Trophy Eyes,Rain On Me,Chemical Miracle,2016-10-14,"Rain
Rain on me
Every raindrop that touches my skin
Makes a sound like your name
Makes a sound like your name

It made a hole inside of me
A hungry aching void
That clamoured to be filled
And only found easement in your voice

I'll keep the world awake
For taking me away
As long as there's breath left in me
None shall sleep
Stay
I'll be your favourite mistake

I can feel it deep inside of me
I can feel it burning in my skin
But I'm too old - too firmly moulded
To say how you make me feel


Stay
I'll be your favourite mistake"
Trophy Eyes,Responsibility & Structure,"Mend, Move On",2014-11-04,"I ran away
But it saved my life
And the lights outside my window
Help me sleep at night
'Cause when the lights go out
It all comes crashing in
Just how lucky I am
To still be breathing in
And the footsteps as I walk towards my front door
The key slips
The lock scratched
The sound so familiar
'Cause I traded in my jacket
For a newfound sense of freedom
'Cause winters, they don't
Scare me like the used to anymore
And I sold my guitar
'Cause I don't really write so much anymore
And I've kind of grown accustomed
To the noises in my head
I gave up searching
I think I'm happy with who I am
Even though I chewed up
And spat out my family and friends
I've still got my whole life
To make it up and make amends
I know it's not much to you
But maybe you could understand
I breathe in
This city
And look at what I've started
I think I've spent enough hours
Killing myself
Over what I thought you saw in me
And when I leave
I try to keep it off my mind
That the rain back home
Swallowed all I left behind
I gave up searching
I think I'm happy with who I am
Even though I chewed up
And spat out my family and friends
I've still got my whole life
To make it up and make amends
I know it's not much to you
But maybe you could understand
I ran away
But it saved my life
The lights outside my window
Help me sleep at night
It's like I'm standing on the edge of a life to be
And whatever happens next was always up to me
No longer will I compare myself
To establish my self worth"
