document_tone/tone_categories/0/tones/0/score,document_tone/tone_categories/0/tones/0/tone_id,document_tone/tone_categories/0/tones/0/tone_name,document_tone/tone_categories/0/tones/1/score,document_tone/tone_categories/0/tones/1/tone_id,document_tone/tone_categories/0/tones/1/tone_name,document_tone/tone_categories/0/tones/2/score,document_tone/tone_categories/0/tones/2/tone_id,document_tone/tone_categories/0/tones/2/tone_name,document_tone/tone_categories/0/tones/3/score,document_tone/tone_categories/0/tones/3/tone_id,document_tone/tone_categories/0/tones/3/tone_name,document_tone/tone_categories/0/tones/4/score,document_tone/tone_categories/0/tones/4/tone_id,document_tone/tone_categories/0/tones/4/tone_name,document_tone/tone_categories/0/category_id,document_tone/tone_categories/0/category_name,document_tone/tone_categories/1/tones/0/score,document_tone/tone_categories/1/tones/0/tone_id,document_tone/tone_categories/1/tones/0/tone_name,document_tone/tone_categories/1/tones/1/score,document_tone/tone_categories/1/tones/1/tone_id,document_tone/tone_categories/1/tones/1/tone_name,document_tone/tone_categories/1/tones/2/score,document_tone/tone_categories/1/tones/2/tone_id,document_tone/tone_categories/1/tones/2/tone_name,document_tone/tone_categories/1/category_id,document_tone/tone_categories/1/category_name,document_tone/tone_categories/2/tones/0/score,document_tone/tone_categories/2/tones/0/tone_id,document_tone/tone_categories/2/tones/0/tone_name,document_tone/tone_categories/2/tones/1/score,document_tone/tone_categories/2/tones/1/tone_id,document_tone/tone_categories/2/tones/1/tone_name,document_tone/tone_categories/2/tones/2/score,document_tone/tone_categories/2/tones/2/tone_id,document_tone/tone_categories/2/tones/2/tone_name,document_tone/tone_categories/2/tones/3/score,document_tone/tone_categories/2/tones/3/tone_id,document_tone/tone_categories/2/tones/3/tone_name,document_tone/tone_categories/2/tones/4/score,document_tone/tone_categories/2/tones/4/tone_id,document_tone/tone_categories/2/tones/4/tone_name,document_tone/tone_categories/2/category_id,document_tone/tone_categories/2/category_name
0.02485,anger,Anger,0.02018,disgust,Disgust,0.035287,fear,Fear,0.772972,joy,Joy,0.094867,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.708147,tentative,Tentative,language_tone,Language Tone,0.030776,openness_big5,Openness,0.593238,conscientiousness_big5,Conscientiousness,0.030402,extraversion_big5,Extraversion,0.164719,agreeableness_big5,Agreeableness,0.371082,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.631805,anger,Anger,0.063177,disgust,Disgust,0.116891,fear,Fear,0.01127,joy,Joy,0.502506,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.756745,tentative,Tentative,language_tone,Language Tone,0.129153,openness_big5,Openness,0.015158,conscientiousness_big5,Conscientiousness,0.001592,extraversion_big5,Extraversion,0.499252,agreeableness_big5,Agreeableness,0.024115,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.601123,anger,Anger,0.213057,disgust,Disgust,0.222256,fear,Fear,0.040263,joy,Joy,0.293678,sadness,Sadness,emotion_tone,Emotion Tone,0.272701,analytical,Analytical,0,confident,Confident,0.920656,tentative,Tentative,language_tone,Language Tone,0.208558,openness_big5,Openness,0.141265,conscientiousness_big5,Conscientiousness,0.001381,extraversion_big5,Extraversion,0.828269,agreeableness_big5,Agreeableness,0.178954,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.030879,anger,Anger,0.025089,disgust,Disgust,0.052652,fear,Fear,0.031987,joy,Joy,0.453836,sadness,Sadness,emotion_tone,Emotion Tone,0.000001,analytical,Analytical,0,confident,Confident,0.364604,tentative,Tentative,language_tone,Language Tone,0.549754,openness_big5,Openness,0.000243,conscientiousness_big5,Conscientiousness,0.412105,extraversion_big5,Extraversion,0.125385,agreeableness_big5,Agreeableness,0.084307,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.37882,anger,Anger,0.07029,disgust,Disgust,0.176151,fear,Fear,0.263215,joy,Joy,0.319024,sadness,Sadness,emotion_tone,Emotion Tone,0.153425,analytical,Analytical,0,confident,Confident,0.102083,tentative,Tentative,language_tone,Language Tone,0.247603,openness_big5,Openness,0.431454,conscientiousness_big5,Conscientiousness,0.75277,extraversion_big5,Extraversion,0.946352,agreeableness_big5,Agreeableness,0.394596,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.483225,anger,Anger,0.186029,disgust,Disgust,0.39968,fear,Fear,0.008338,joy,Joy,0.33485,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.328073,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.713871,openness_big5,Openness,0.005208,conscientiousness_big5,Conscientiousness,0.122128,extraversion_big5,Extraversion,0.164394,agreeableness_big5,Agreeableness,0.651678,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.070023,anger,Anger,0.100579,disgust,Disgust,0.259643,fear,Fear,0.513395,joy,Joy,0.146259,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.846276,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.829877,openness_big5,Openness,0.001338,conscientiousness_big5,Conscientiousness,0.851558,extraversion_big5,Extraversion,0.269142,agreeableness_big5,Agreeableness,0.109306,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.82322,anger,Anger,0.28182,disgust,Disgust,0.103601,fear,Fear,0.005723,joy,Joy,0.094233,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.136913,tentative,Tentative,language_tone,Language Tone,0.695402,openness_big5,Openness,0.055402,conscientiousness_big5,Conscientiousness,0.829819,extraversion_big5,Extraversion,0.106097,agreeableness_big5,Agreeableness,0.210354,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.376874,anger,Anger,0.057543,disgust,Disgust,0.538834,fear,Fear,0.006618,joy,Joy,0.397552,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.460308,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.022269,openness_big5,Openness,0.13286,conscientiousness_big5,Conscientiousness,0.415213,extraversion_big5,Extraversion,0.611503,agreeableness_big5,Agreeableness,0.302702,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.368932,anger,Anger,0.2768,disgust,Disgust,0.039039,fear,Fear,0.417351,joy,Joy,0.063824,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.804364,tentative,Tentative,language_tone,Language Tone,0.44399,openness_big5,Openness,0.00104,conscientiousness_big5,Conscientiousness,0.782808,extraversion_big5,Extraversion,0.34998,agreeableness_big5,Agreeableness,0.111552,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.304599,anger,Anger,0.27589,disgust,Disgust,0.170656,fear,Fear,0.007079,joy,Joy,0.604331,sadness,Sadness,emotion_tone,Emotion Tone,0.610218,analytical,Analytical,0,confident,Confident,0.890302,tentative,Tentative,language_tone,Language Tone,0.071492,openness_big5,Openness,0.006706,conscientiousness_big5,Conscientiousness,0.010836,extraversion_big5,Extraversion,0.600893,agreeableness_big5,Agreeableness,0.245374,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.663412,anger,Anger,0.453387,disgust,Disgust,0.130645,fear,Fear,0.080015,joy,Joy,0.657022,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.326393,tentative,Tentative,language_tone,Language Tone,0.146212,openness_big5,Openness,0.331297,conscientiousness_big5,Conscientiousness,0.368206,extraversion_big5,Extraversion,0.254111,agreeableness_big5,Agreeableness,0.554903,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.598479,anger,Anger,0.447887,disgust,Disgust,0.039785,fear,Fear,0.023181,joy,Joy,0.231634,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.690522,tentative,Tentative,language_tone,Language Tone,0.756158,openness_big5,Openness,0.000845,conscientiousness_big5,Conscientiousness,0.395417,extraversion_big5,Extraversion,0.037419,agreeableness_big5,Agreeableness,0.52796,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.261107,anger,Anger,0.148791,disgust,Disgust,0.013556,fear,Fear,0.619689,joy,Joy,0.047082,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.354938,tentative,Tentative,language_tone,Language Tone,0.201793,openness_big5,Openness,0.193812,conscientiousness_big5,Conscientiousness,0.698431,extraversion_big5,Extraversion,0.09241,agreeableness_big5,Agreeableness,0.188808,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.422485,anger,Anger,0.304643,disgust,Disgust,0.24032,fear,Fear,0.054983,joy,Joy,0.365354,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.636548,tentative,Tentative,language_tone,Language Tone,0.919291,openness_big5,Openness,0.001421,conscientiousness_big5,Conscientiousness,0.108614,extraversion_big5,Extraversion,0.226537,agreeableness_big5,Agreeableness,0.143374,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.119451,anger,Anger,0.069771,disgust,Disgust,0.456434,fear,Fear,0.101121,joy,Joy,0.64573,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.302637,tentative,Tentative,language_tone,Language Tone,0.166584,openness_big5,Openness,0.092955,conscientiousness_big5,Conscientiousness,0.006918,extraversion_big5,Extraversion,0.57623,agreeableness_big5,Agreeableness,0.555277,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.018698,anger,Anger,0.001428,disgust,Disgust,0.145306,fear,Fear,0.056855,joy,Joy,0.112059,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.886989,tentative,Tentative,language_tone,Language Tone,0.31543,openness_big5,Openness,0.583964,conscientiousness_big5,Conscientiousness,0.738093,extraversion_big5,Extraversion,0.902848,agreeableness_big5,Agreeableness,0.003848,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.2813,anger,Anger,0.279877,disgust,Disgust,0.178332,fear,Fear,0.020494,joy,Joy,0.594021,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.733641,tentative,Tentative,language_tone,Language Tone,0.000037,openness_big5,Openness,0.056735,conscientiousness_big5,Conscientiousness,0.622539,extraversion_big5,Extraversion,0.943451,agreeableness_big5,Agreeableness,0.00752,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.286771,anger,Anger,0.162386,disgust,Disgust,0.117243,fear,Fear,0.039419,joy,Joy,0.701436,sadness,Sadness,emotion_tone,Emotion Tone,0.007598,analytical,Analytical,0,confident,Confident,0.769943,tentative,Tentative,language_tone,Language Tone,0.340301,openness_big5,Openness,0.34888,conscientiousness_big5,Conscientiousness,0.125506,extraversion_big5,Extraversion,0.797644,agreeableness_big5,Agreeableness,0.011378,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.113012,anger,Anger,0.120406,disgust,Disgust,0.065167,fear,Fear,0.65884,joy,Joy,0.543567,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.588365,tentative,Tentative,language_tone,Language Tone,0.734944,openness_big5,Openness,0.688996,conscientiousness_big5,Conscientiousness,0.980775,extraversion_big5,Extraversion,0.870565,agreeableness_big5,Agreeableness,0.636162,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.539978,anger,Anger,0.130507,disgust,Disgust,0.221933,fear,Fear,0.010787,joy,Joy,0.472045,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.364267,tentative,Tentative,language_tone,Language Tone,0.628339,openness_big5,Openness,0.005521,conscientiousness_big5,Conscientiousness,0.01287,extraversion_big5,Extraversion,0.168325,agreeableness_big5,Agreeableness,0.504333,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.494648,anger,Anger,0.067593,disgust,Disgust,0.104992,fear,Fear,0.114656,joy,Joy,0.481376,sadness,Sadness,emotion_tone,Emotion Tone,0.160058,analytical,Analytical,0,confident,Confident,0.902459,tentative,Tentative,language_tone,Language Tone,0.322843,openness_big5,Openness,0,conscientiousness_big5,Conscientiousness,0.017585,extraversion_big5,Extraversion,0.144627,agreeableness_big5,Agreeableness,0.000005,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.347484,anger,Anger,0.07395,disgust,Disgust,0.2663,fear,Fear,0.009778,joy,Joy,0.647508,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.788337,tentative,Tentative,language_tone,Language Tone,0.210774,openness_big5,Openness,0.347043,conscientiousness_big5,Conscientiousness,0.09603,extraversion_big5,Extraversion,0.984126,agreeableness_big5,Agreeableness,0.169958,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.546768,anger,Anger,0.235306,disgust,Disgust,0.042505,fear,Fear,0.171062,joy,Joy,0.271376,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.876512,tentative,Tentative,language_tone,Language Tone,0.26122,openness_big5,Openness,0.381848,conscientiousness_big5,Conscientiousness,0.723622,extraversion_big5,Extraversion,0.289277,agreeableness_big5,Agreeableness,0.48828,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.209785,anger,Anger,0.062306,disgust,Disgust,0.312936,fear,Fear,0.105113,joy,Joy,0.546505,sadness,Sadness,emotion_tone,Emotion Tone,0.499766,analytical,Analytical,0,confident,Confident,0.952277,tentative,Tentative,language_tone,Language Tone,0.072091,openness_big5,Openness,0.430486,conscientiousness_big5,Conscientiousness,0.660316,extraversion_big5,Extraversion,0.948468,agreeableness_big5,Agreeableness,0.101893,emotional_range_big5,Emotional Range,social_tone,Social Tone
